nom_reservatorioee;ena_data;ena_bruta_ree_mwmed;ena_bruta_ree_percentualmlt;ena_armazenavel_ree_mwmed;ena_armazenavel_ree_percentualmlt
SUL;2023-03-27;2411.968;75.6053;2331.9249999999997;73.0963
TELES PIRES;2023-03-27;4733.557;115.9741;2372.78;58.1341
BELO MONTE;2023-03-28;12065.585;113.4522;11194.051;105.2572
IGUACU;2023-03-28;3029.7269999999994;78.1535;3025.1299999999997;78.0349
ITAIPU;2023-03-28;5020.102932000001;131.972;1384.5073320000006;36.3969
MADEIRA;2023-03-28;10936.819000000001;89.6525;7102.6630000000005;58.2227
MANAUS-AMAPA;2023-03-28;1406.449;118.3487;1128.82;94.987
NORDESTE;2023-03-28;6521.827;46.2109;6416.335;45.4634
NORTE;2023-03-28;19259.217;129.2659;6654.5509999999995;44.6647
PARANA;2023-03-28;31574.74678799999;87.6082;33179.72298800001;92.0614
PARANAPANEMA;2023-03-28;2856.9112800000003;91.4319;-951.8743200000004;-30.4635
SUDESTE;2023-03-28;7330.393;73.7738;6588.911;66.3115
SUL;2023-03-28;2246.451;70.417;2172.809;68.1087
TELES PIRES;2023-03-28;4737.2339999999995;116.0642;2338.454;57.2931
BELO MONTE;2023-03-29;12097.610999999999;113.7533;11204.721;105.3575
IGUACU;2023-03-29;2851.9910000000004;73.5687;2851.9910000000004;73.5687
ITAIPU;2023-03-29;4781.458707999999;125.6984;1783.0399079999997;46.8738
MADEIRA;2023-03-29;11231.579000000002;92.0687;7257.582;59.4926
MANAUS-AMAPA;2023-03-29;1431.2469999999998;120.4353;1071.466;90.1608
NORDESTE;2023-03-29;6086.148;43.1238;6038.469;42.786
NORTE;2023-03-29;19003.22;127.5477;7023.602;47.1417
PARANA;2023-03-29;30083.664548;83.471;31307.795148;86.8675
PARANAPANEMA;2023-03-29;2770.278744;88.6593;-412.93605600000024;-13.2155
SUDESTE;2023-03-29;6919.978999999999;69.6434;6561.596;66.0366
SUL;2023-03-29;2209.283;69.252;2135.9159999999997;66.9522
TELES PIRES;2023-03-29;4709.1939999999995;115.3772;2415.5099999999998;59.181
BELO MONTE;2023-03-30;12137.827;114.1315;11195.368999999999;105.2696
IGUACU;2023-03-30;2852.523;73.5824;2852.523;73.5824
ITAIPU;2023-03-30;4676.478196;122.9386;2411.5297960000003;63.396
MADEIRA;2023-03-30;11565.011;94.802;7261.069999999999;59.5212
MANAUS-AMAPA;2023-03-30;1450.78;122.079;1080.8929999999998;90.9541
NORDESTE;2023-03-30;5854.388999999999;41.4817;5806.709999999999;41.1438
NORTE;2023-03-30;18582.79;124.7258;7629.469000000001;51.2082
PARANA;2023-03-30;28806.61879600001;79.9277;29949.471595999996;83.0987
PARANAPANEMA;2023-03-30;2708.639008;86.6866;271.5466080000001;8.6905
SUDESTE;2023-03-30;6790.876;68.3441;6498.763000000001;65.4042
SUL;2023-03-30;2408.877;75.5084;2329.8530000000005;73.0313
TELES PIRES;2023-03-30;4681.791;114.7058;2490.794;61.0255
BELO MONTE;2023-03-31;12171.098999999998;114.4443;11187.099;105.1918
IGUACU;2023-03-31;2963.401;76.4426;2963.401;76.4426
ITAIPU;2023-03-31;4562.144912;119.9329;2861.6409119999994;75.2288
MADEIRA;2023-03-31;11869.223;97.2957;7519.679;61.6411
MANAUS-AMAPA;2023-03-31;1426.7199999999998;120.0544;1063.473;89.4882
NORDESTE;2023-03-31;5635.849;39.9332;5621.849;39.834
NORTE;2023-03-31;17936.516;120.3881;7432.464;49.8859
PARANA;2023-03-31;27576.861260000005;76.5155;28501.24426;79.0804
PARANAPANEMA;2023-03-31;2748.726828;87.9696;890.6748279999999;28.5049
SUDESTE;2023-03-31;7071.879999999999;71.1721;6660.133999999999;67.0283
SUL;2023-03-31;2570.874;80.5864;2490.7960000000003;78.0762
TELES PIRES;2023-03-31;4610.207;112.952;2466.933;60.4409
BELO MONTE;2023-04-01;12200.578;112.1439;11191.817;102.8717
IGUACU;2023-04-01;2890.904;88.5875;2890.904;88.5875
ITAIPU;2023-04-01;4447.647724;125.5062;2976.609324;83.9956
MADEIRA;2023-04-01;12106.839000000002;103.7253;6569.33;56.2827
MANAUS-AMAPA;2023-04-01;1405.639;92.1644;975.656;63.9714
NORDESTE;2023-04-01;5432.4259999999995;47.2721;5432.4259999999995;47.2721
NORTE;2023-04-01;17393.301;119.4325;7405.98;50.8538
PARANA;2023-04-01;26731.707456000007;100.7608;27286.448256000003;102.8518
PARANAPANEMA;2023-04-01;2809.28782;119.9137;1192.9364199999998;50.9202
SUDESTE;2023-04-01;6562.8240000000005;88.565;6120.237000000001;82.5924
SUL;2023-04-01;2371.1350000000007;73.1447;2279.2170000000006;70.3093
TELES PIRES;2023-04-01;4513.141;137.6246;2309.628;70.4302
BELO MONTE;2023-04-02;12248.409;112.5835;11223.904;103.1666
IGUACU;2023-04-02;2785.628;85.3615;2724.4060000000004;83.4854
ITAIPU;2023-04-02;4333.7242;122.2914;2556.3902;72.1376
MADEIRA;2023-04-02;12226.847;104.7535;5157.759;44.1891
MANAUS-AMAPA;2023-04-02;1463.779;95.9765;840.6869999999999;55.1218
NORDESTE;2023-04-02;5247.757;45.6651;5247.757;45.6651
NORTE;2023-04-02;17003.441;116.7555;7062.54;48.4955
PARANA;2023-04-02;25973.036752000007;97.9011;26885.241752;101.3395
PARANAPANEMA;2023-04-02;2791.8650479999997;119.17;869.218048;37.1023
SUDESTE;2023-04-02;6424.7300000000005;86.7015;5586.111000000001;75.3843
SUL;2023-04-02;2097.088;64.6909;1945.9720000000002;60.0293
TELES PIRES;2023-04-02;4396.651;134.0723;1844.9940000000001;56.2616
BELO MONTE;2023-04-03;12300.765;113.0648;11271.286;103.6021
IGUACU;2023-04-03;2656.672;81.4098;2638.2819999999997;80.8463
ITAIPU;2023-04-03;4255.941508;120.0965;3882.0355079999995;109.5454
MADEIRA;2023-04-03;12241.351999999999;104.8778;5606.108000000001;48.0303
MANAUS-AMAPA;2023-04-03;1497.461;98.1849;948.7379999999998;62.2065
NORDESTE;2023-04-03;5045.61;43.9061;5045.61;43.9061
NORTE;2023-04-03;16520.702;113.4407;7506.013;51.5406
PARANA;2023-04-03;25378.760640000008;95.6611;24966.235640000003;94.1061
PARANAPANEMA;2023-04-03;2766.1658519999996;118.073;2238.934852;95.5683
SUDESTE;2023-04-03;6251.075000000001;84.358;5997.482000000001;80.9358
SUL;2023-04-03;1826.021;56.3291;1751.6440000000002;54.0347
TELES PIRES;2023-04-03;4283.769;130.6301;2581.244;78.713
BELO MONTE;2023-04-04;12352.883;113.5438;11323.022;104.0777
IGUACU;2023-04-04;2567.567;78.6793;2567.567;78.6793
ITAIPU;2023-04-04;4211.287912;118.8364;4211.287912;118.8364
MADEIRA;2023-04-04;12104.113;103.702;6933.3279999999995;59.4013
MANAUS-AMAPA;2023-04-04;1439.74;94.4003;1012.406;66.381
NORDESTE;2023-04-04;4895.375;42.5988;4878.93;42.4557
NORTE;2023-04-04;16073.561;110.3704;8738.911;60.0064
PARANA;2023-04-04;24911.771103999996;93.9008;24161.182104000003;91.0716
PARANAPANEMA;2023-04-04;2709.056984;115.6353;2538.699984;108.3637
SUDESTE;2023-04-04;6158.464;83.1082;6018.882;81.2246
SUL;2023-04-04;1575.8390000000002;48.6115;1482.541;45.7334
TELES PIRES;2023-04-04;4246.467000000001;129.4926;2589.068;78.9515
BELO MONTE;2023-04-05;12404.526;114.0185;11368.776999999998;104.4982
IGUACU;2023-04-05;2532.9750000000004;77.6193;2521.2240000000006;77.2592
ITAIPU;2023-04-05;4174.53244;117.7992;4174.53244;117.7992
MADEIRA;2023-04-05;12003.916;102.8435;7089.625;60.7404
MANAUS-AMAPA;2023-04-05;1368.049;89.6997;1020.476;66.9102
NORDESTE;2023-04-05;4779.973;41.5945;4763.528;41.4514
NORTE;2023-04-05;15976.19;109.7018;8894.359;61.0738
PARANA;2023-04-05;24532.26916400001;92.4704;23877.554164000012;90.0025
PARANAPANEMA;2023-04-05;2609.240396;111.3747;2522.713396;107.6813
SUDESTE;2023-04-05;5976.853;80.6574;5848.122;78.9202
SUL;2023-04-05;1487.7379999999996;45.8937;1405.1699999999998;43.3467
TELES PIRES;2023-04-05;4323.496;131.8415;2334.343;71.1839
BELO MONTE;2023-04-06;12451.213;114.4476;11353.985;104.3623
IGUACU;2023-04-06;2585.935;79.2422;2553.478;78.2476
ITAIPU;2023-04-06;4213.25476;118.8919;4213.25476;118.8919
MADEIRA;2023-04-06;11932.354000000001;102.2304;7069.309;60.5663
MANAUS-AMAPA;2023-04-06;1294.6809999999998;84.8891;1002.677;65.7431
NORDESTE;2023-04-06;4657.5419999999995;40.5292;4646.102;40.4296
NORTE;2023-04-06;16109.481;110.617;8288.922;56.9165
PARANA;2023-04-06;24160.796176000003;91.0701;23373.944175999997;88.1042
PARANAPANEMA;2023-04-06;2497.969064;106.6251;2477.5700639999995;105.7544
SUDESTE;2023-04-06;5900.534;79.6275;5778.688;77.9832
SUL;2023-04-06;1602.2900000000002;49.4274;1524.152;47.017
TELES PIRES;2023-04-06;4400.673;134.195;2290.16;69.8366
BELO MONTE;2023-04-07;12493.774000000001;114.8388;11253.763;103.441
IGUACU;2023-04-07;2675.8509999999997;81.9975;2629.995;80.5923
ITAIPU;2023-04-07;4251.3009759999995;119.9655;4251.3009759999995;119.9655
MADEIRA;2023-04-07;11805.596;101.1444;5555.478999999999;47.5966
MANAUS-AMAPA;2023-04-07;1218.9579999999999;79.9242;878.588;57.6069
NORDESTE;2023-04-07;4527.400000000001;39.3967;4513.8150000000005;39.2785
NORTE;2023-04-07;16174.363;111.0626;7166.191;49.2072
PARANA;2023-04-07;23885.223996000008;90.0314;22988.781996000012;86.6524
PARANAPANEMA;2023-04-07;2398.7600279999997;102.3904;2382.6780280000003;101.7039
SUDESTE;2023-04-07;5952.775;80.3325;5884.789;79.415
SUL;2023-04-07;1991.961;61.448;1896.359;58.4989
TELES PIRES;2023-04-07;4383.034000000001;133.6571;2134.098;65.0776
BELO MONTE;2023-04-08;12531.284;115.1836;11181.822;102.7798
IGUACU;2023-04-08;2881.068;88.2861;2770.347;84.8932
ITAIPU;2023-04-08;4219.349939999999;119.0639;4219.349939999999;119.0639
MADEIRA;2023-04-08;11740.801;100.5893;5760.79;49.3556
MANAUS-AMAPA;2023-04-08;1155.096;75.7369;827.163;54.2351
NORDESTE;2023-04-08;4400.515;38.2926;4389.075000000001;38.193
NORTE;2023-04-08;16353.63;112.2935;6220.518;42.7137
PARANA;2023-04-08;23842.311952000004;89.8697;22637.934952000003;85.33
PARANAPANEMA;2023-04-08;2367.887108;101.0726;2362.229108;100.8311
SUDESTE;2023-04-08;6245.877000000001;84.2879;5755.448999999999;77.6696
SUL;2023-04-08;2549.218;78.6382;2333.541;71.985
TELES PIRES;2023-04-08;4271.785;130.2646;1947.508;59.3877
BELO MONTE;2023-04-09;12533.968;115.2083;11188.669;102.8427
IGUACU;2023-04-09;2960.971;90.7346;2881.979;88.314
ITAIPU;2023-04-09;4321.554328;121.948;4321.554328;121.948
MADEIRA;2023-04-09;11807.632000000001;101.1619;5169.044;44.2858
MANAUS-AMAPA;2023-04-09;1103.0400000000002;72.3237;814.389;53.3975
NORDESTE;2023-04-09;4287.567999999999;37.3097;4271.123;37.1666
NORTE;2023-04-09;16433.506;112.842;6355.254;43.6389
PARANA;2023-04-09;24274.329063999994;91.4981;21777.681064;82.0874
PARANAPANEMA;2023-04-09;2378.209608;101.5132;2378.209608;101.5132
SUDESTE;2023-04-09;6460.026000000001;87.1778;6251.897999999999;84.3691
SUL;2023-04-09;2702.2920000000004;83.3603;2542.639;78.4353
TELES PIRES;2023-04-09;4200.9400000000005;128.1043;1546.533;47.1603
BELO MONTE;2023-04-10;12711.228;115.0903;11410.193;103.3104
IGUACU;2023-04-10;2859.27;87.6181;2859.2700000000004;87.6181
ITAIPU;2023-04-10;4423.3592;124.8208;4423.3592;124.8208
MADEIRA;2023-04-10;11922.437000000002;102.1455;6684.0380000000005;57.2655
MANAUS-AMAPA;2023-04-10;1056.05;69.2427;828.2130000000002;54.3039
NORDESTE;2023-04-10;4144.8640000000005;36.0679;4136.999000000001;35.9995
NORTE;2023-04-10;16197.475;111.2213;6153.194;42.2514
PARANA;2023-04-10;24500.14885600001;92.3493;20485.61085600001;77.2171
PARANAPANEMA;2023-04-10;2423.610944;103.4512;2405.231944;102.6667
SUDESTE;2023-04-10;6583.434000000002;88.8432;6031.805000000002;81.399
SUL;2023-04-10;2571.95;79.3395;2501.9389999999994;77.1798
TELES PIRES;2023-04-10;4159.933;126.8538;2005.208;61.1472
BELO MONTE;2023-04-11;12696.561;114.9575;11426.523;103.4583
IGUACU;2023-04-11;2679.466;82.1083;2679.466;82.1083
ITAIPU;2023-04-11;4418.821108;124.6927;4418.821108;124.6927
MADEIRA;2023-04-11;12041.533000000001;103.1658;6488.322;55.5887
MANAUS-AMAPA;2023-04-11;1029.027;67.4708;828.8919999999999;54.3485
NORDESTE;2023-04-11;4071.6799999999994;35.4311;4052.375;35.2631
NORTE;2023-04-11;15955.843;109.5621;5911.351;40.5908
PARANA;2023-04-11;24898.571127999996;93.8511;20450.52912799999;77.0849
PARANAPANEMA;2023-04-11;2459.852764;104.9981;2430.7697639999997;103.7567
SUDESTE;2023-04-11;6545.219000000002;88.3275;6413.996000000001;86.5566
SUL;2023-04-11;2356.7610000000004;72.7013;2279.7999999999997;70.3272
TELES PIRES;2023-04-11;4132.466;126.0162;2039.539;62.1941
BELO MONTE;2023-04-12;12687.623;114.8766;11411.019;103.3179
IGUACU;2023-04-12;2522.6530000000002;77.303;2501.9640000000004;76.669
ITAIPU;2023-04-12;4230.638828;119.3825;4230.638828;119.3825
MADEIRA;2023-04-12;12143.306;104.0378;6343.947999999999;54.3518
MANAUS-AMAPA;2023-04-12;1056.2459999999999;69.2555;853.358;55.9526
NORDESTE;2023-04-12;3968.7309999999998;34.5352;3947.9959999999996;34.3548
NORTE;2023-04-12;15695.871;107.7769;6295.787;43.2305
PARANA;2023-04-12;25558.118956;96.3371;21143.509956;79.697
PARANAPANEMA;2023-04-12;2439.759216;104.1404;2395.481216;102.2504
SUDESTE;2023-04-12;6514.554;87.9136;6405.564;86.4428
SUL;2023-04-12;2090.009;64.4726;2008.2089999999998;61.9492
TELES PIRES;2023-04-12;4114.6269999999995;125.4722;2088.3740000000003;63.6833
BELO MONTE;2023-04-13;12679.547999999999;114.8035;11392.789999999999;103.1529
IGUACU;2023-04-13;2397.046;73.454;2379.23;72.908
ITAIPU;2023-04-13;4362.929844;123.1155;4362.929844;123.1155
MADEIRA;2023-04-13;12173.254;104.2943;6503.816;55.7214
MANAUS-AMAPA;2023-04-13;1145.161;75.0855;872.306;57.195
NORDESTE;2023-04-13;3878.343999999999;33.7487;3865.474;33.6367
NORTE;2023-04-13;15308.019;105.1137;6405.208;43.9819
PARANA;2023-04-13;25953.95656;97.8292;21368.560560000013;80.5453
PARANAPANEMA;2023-04-13;2400.229596;102.4531;2332.662596;99.5691
SUDESTE;2023-04-13;6339.543000000001;85.5519;6185.278999999999;83.4701
SUL;2023-04-13;1872.3730000000003;57.7589;1785.132;55.0677
TELES PIRES;2023-04-13;4094.7990000000004;124.8676;2151.326;65.603
BELO MONTE;2023-04-14;12670.507;114.7216;11401.239;103.2294
IGUACU;2023-04-14;2273.4849999999997;69.6676;2273.485;69.6676
ITAIPU;2023-04-14;4349.704839999999;122.7424;4349.704839999999;122.7424
MADEIRA;2023-04-14;12094.007000000001;103.6154;6725.633999999999;57.6219
MANAUS-AMAPA;2023-04-14;1215.392;79.6903;899.2890000000001;58.9642
NORDESTE;2023-04-14;3787.111;32.9548;3767.0910000000003;32.7806
NORTE;2023-04-14;14918.378;102.4382;6151.451;42.2394
PARANA;2023-04-14;26395.727764000003;99.4944;21885.812764000006;82.495
PARANAPANEMA;2023-04-14;2327.3193960000003;99.341;2224.999396;94.9735
SUDESTE;2023-04-14;6383.637999999999;86.1469;6158.009000000001;83.1021
SUL;2023-04-14;1777.7790000000002;54.8409;1673.027;51.6095
TELES PIRES;2023-04-14;4043.7520000000004;123.311;2564.469;78.2014
BELO MONTE;2023-04-15;12655.611;114.5867;11428.845;103.4793
IGUACU;2023-04-15;2312.978;70.8778;2268.7690000000002;69.5231
ITAIPU;2023-04-15;4325.918272;122.0711;4298.259472;121.2906
MADEIRA;2023-04-15;11890.900000000001;101.8753;5436.945;46.581
MANAUS-AMAPA;2023-04-15;1266.156;83.0188;889.849;58.3453
NORDESTE;2023-04-15;3712.1779999999994;32.3028;3712.178;32.3028
NORTE;2023-04-15;14748.97;101.275;6029.518;41.4022
PARANA;2023-04-15;26749.216800000002;100.8268;21146.1664;79.707
PARANAPANEMA;2023-04-15;2415.5549280000005;103.1073;2293.6601279999995;97.9042
SUDESTE;2023-04-15;6535.385999999999;88.1948;6078.407;82.0279
SUL;2023-04-15;2001.6589999999999;61.7472;1761.4669999999999;54.3377
TELES PIRES;2023-04-15;3930.715;119.864;2191.097;66.8157
BELO MONTE;2023-04-16;12600.503999999999;114.0878;11389.731;103.1252
IGUACU;2023-04-16;2617.273;80.2025;2588.174;79.3108
ITAIPU;2023-04-16;4448.917979999999;125.542;2292.5559799999996;64.6926
MADEIRA;2023-04-16;11625.459000000003;99.6011;5064.749000000001;43.3922
MANAUS-AMAPA;2023-04-16;1317.3670000000002;86.3766;867.8330000000001;56.9017
NORDESTE;2023-04-16;3687.5629999999996;32.0886;3677.553;32.0015
NORTE;2023-04-16;14561.942;99.9907;5576.419;38.2909
PARANA;2023-04-16;26825.238012;101.1133;21696.822012000008;81.7826
PARANAPANEMA;2023-04-16;2564.259008;109.4547;155.25000799999998;6.6268
SUDESTE;2023-04-16;6372.478;85.9963;5861.213000000001;79.0968
SUL;2023-04-16;2189.6720000000005;67.547;1902.0720000000001;58.6751
TELES PIRES;2023-04-16;3823.7309999999998;116.6016;2118.129;64.5906
BELO MONTE;2023-04-17;12543.714999999998;113.5736;11408.63;103.2963
IGUACU;2023-04-17;3787.801;116.0716;3593.006;110.1024
ITAIPU;2023-04-17;4639.7739440000005;130.9277;2623.7547440000003;74.0386
MADEIRA;2023-04-17;11350.594000000001;97.2462;6615.488;56.6782
MANAUS-AMAPA;2023-04-17;1418.193;92.9875;876.48;57.4687
NORDESTE;2023-04-17;3684.4659999999994;32.0616;3669.4509999999996;31.931
NORTE;2023-04-17;14391.542;98.8207;5785.608;39.7273
PARANA;2023-04-17;26808.250352000006;101.0493;21346.763752000006;80.4631
PARANAPANEMA;2023-04-17;2825.796704;120.6183;638.6895040000003;27.2623
SUDESTE;2023-04-17;6034.107000000002;81.43;5790.853;78.1473
SUL;2023-04-17;3028.067;93.4098;2715.8999999999996;83.7801
TELES PIRES;2023-04-17;3696.229;112.7135;2297.094;70.048
BELO MONTE;2023-04-18;12500.322;113.1807;11412.882;103.3348
IGUACU;2023-04-18;6012.437;184.2423;366.964;11.2451
ITAIPU;2023-04-18;5296.7011760000005;149.4652;2963.117976000001;83.6149
MADEIRA;2023-04-18;11110.302;95.1875;6575.387;56.3346
MANAUS-AMAPA;2023-04-18;1538.1550000000002;100.8531;982.5699999999999;64.4248
NORDESTE;2023-04-18;3768.7180000000003;32.7948;3755.8479999999995;32.6828
NORTE;2023-04-18;14192.231;97.4521;6122.387;42.0399
PARANA;2023-04-18;26542.517724000005;100.0477;20609.921124;77.6857
PARANAPANEMA;2023-04-18;2982.0020999999997;127.2859;467.14890000000014;19.9401
SUDESTE;2023-04-18;6671.258000000001;90.0284;6516.231000000001;87.9363
SUL;2023-04-18;3934.9189999999994;121.3843;3196.0749999999994;98.5925
TELES PIRES;2023-04-18;3574.3849999999998;108.998;2444.86;74.554
BELO MONTE;2023-04-19;12475.723;112.958;11416.449999999999;103.3671
IGUACU;2023-04-19;7128.919;218.4553;3589.415;109.9924
ITAIPU;2023-04-19;5467.028164;154.2716;2640.7085640000005;74.517
MADEIRA;2023-04-19;10954.807;93.8553;6456.910000000001;55.3196
MANAUS-AMAPA;2023-04-19;1626.514;106.6466;1059.964;69.4993
NORDESTE;2023-04-19;3940.675;34.2911;3927.09;34.1729
NORTE;2023-04-19;13897.756;95.43;6044.2429999999995;41.5033
PARANA;2023-04-19;26625.13256399999;100.3591;19299.06876399999;72.7447
PARANAPANEMA;2023-04-19;3348.906272;142.9471;-69.67932799999994;-2.9742
SUDESTE;2023-04-19;6168.666;83.2459;5993.553000000001;80.8828
SUL;2023-04-19;4180.033;128.9456;3184.4989999999993;98.2354
TELES PIRES;2023-04-19;3515.834;107.2125;2487.0840000000003;75.8416
BELO MONTE;2023-04-20;12448.304;112.7097;11418.68;103.3873
IGUACU;2023-04-20;7220.967000000001;221.2759;4147.791;127.103
ITAIPU;2023-04-20;5894.868824;166.3446;1871.025624;52.7976
MADEIRA;2023-04-20;10853.415;92.9866;5996.213000000001;51.3726
MANAUS-AMAPA;2023-04-20;1706.6510000000003;111.901;950.3840000000001;62.3144
NORDESTE;2023-04-20;4051.2570000000005;35.2534;4051.2570000000005;35.2534
NORTE;2023-04-20;13554.360999999999;93.0721;5216.919;35.8224
PARANA;2023-04-20;26545.187231999993;100.0577;21336.893632;80.4259
PARANAPANEMA;2023-04-20;4516.596944;192.7897;-829.6602560000001;-35.4138
SUDESTE;2023-04-20;5953.744;80.3455;5838.8899999999985;78.7956
SUL;2023-04-20;3564.0849999999996;109.9449;2925.958;90.2599
TELES PIRES;2023-04-20;3519.948;107.338;2341.888;71.414
BELO MONTE;2023-04-21;12420.914999999999;112.4617;11394.509;103.1684
IGUACU;2023-04-21;6733.061000000001;206.3248;3421.9640000000004;104.8611
ITAIPU;2023-04-21;5813.254876;164.0416;-1385.203924;-39.0884
MADEIRA;2023-04-21;10791.989000000001;92.4604;4152.165;35.5737
MANAUS-AMAPA;2023-04-21;1713.0369999999998;112.3197;785.717;51.5176
NORDESTE;2023-04-21;4097.535;35.6561;4086.0949999999993;35.5565
NORTE;2023-04-21;13322.178;91.4778;4306.673;29.5721
PARANA;2023-04-21;27576.45704800002;103.9449;27223.274648;102.6137
PARANAPANEMA;2023-04-21;4854.254076;207.2025;-3591.234724;-153.2909
SUDESTE;2023-04-21;5836.349;78.7613;5442.852000000001;73.4511
SUL;2023-04-21;2984.761000000001;92.0739;2407.7650000000003;74.2747
TELES PIRES;2023-04-21;3570.703;108.8857;1676.799;51.1326
BELO MONTE;2023-04-22;12398.99;112.2632;11377.15;103.0113
IGUACU;2023-04-22;6232.157000000001;190.9753;1729.3200000000002;52.9925
ITAIPU;2023-04-22;5170.9765640000005;145.9175;-3931.8418359999996;-110.9509
MADEIRA;2023-04-22;10739.910000000002;92.0142;3346.761;28.6734
MANAUS-AMAPA;2023-04-22;1684.683;110.4606;654.02;42.8825
NORDESTE;2023-04-22;4152.881;36.1377;4142.871;36.0506
NORTE;2023-04-22;12994.535;89.228;3994.644;27.4295
PARANA;2023-04-22;28852.724712000007;108.7556;30715.438512;115.7768
PARANAPANEMA;2023-04-22;4608.989724;196.7334;-5672.395675999999;-242.1246
SUDESTE;2023-04-22;5668.592999999999;76.4974;4753.465;64.1478
SUL;2023-04-22;2616.877;80.7254;1998.918;61.6626
TELES PIRES;2023-04-22;3572.6259999999997;108.9444;1496.471;45.6337
BELO MONTE;2023-04-23;12376.045;112.0555;11377.15;103.0113
IGUACU;2023-04-23;5824.951;178.4971;1418.3229999999999;43.4624
ITAIPU;2023-04-23;4874.791792;137.5595;-4308.954207999999;-121.5924
MADEIRA;2023-04-23;10739.368999999997;92.0095;2635.146;22.5766
MANAUS-AMAPA;2023-04-23;1660.487;108.8742;595.71;39.0593
NORDESTE;2023-04-23;4174.915999999999;36.3294;4156.325999999999;36.1677
NORTE;2023-04-23;12685.578000000001;87.1065;3966.318;27.235
PARANA;2023-04-23;29738.177932000002;112.0932;32932.324931999996;124.133
PARANAPANEMA;2023-04-23;4037.4642759999997;172.338;-6269.164724;-267.5975
SUDESTE;2023-04-23;5535.058;74.6954;5242.3369999999995;70.7451
SUL;2023-04-23;2319.6409999999996;71.5563;1672.4339999999993;51.5912
TELES PIRES;2023-04-23;3560.4030000000002;108.5716;1409.74;42.9889
BELO MONTE;2023-04-24;12347.635;111.7982;11391.428;103.1405
IGUACU;2023-04-24;5527.86;169.3932;4745.049;145.4051
ITAIPU;2023-04-24;4657.659967999999;131.4324;-2224.259232000001;-62.7654
MADEIRA;2023-04-24;10724.657000000001;91.8835;4576.989;39.2134
MANAUS-AMAPA;2023-04-24;1619.0430000000001;106.1568;685.5889999999999;44.9524
NORDESTE;2023-04-24;4175.737999999999;36.3366;4158.578;36.1873
NORTE;2023-04-24;12409.268;85.2092;3774.8289999999997;25.9202
PARANA;2023-04-24;29966.473312000006;112.9537;30696.929712000005;115.707
PARANAPANEMA;2023-04-24;3505.37372;149.6259;-4369.53548;-186.5124
SUDESTE;2023-04-24;5391.68;72.7605;4674.034;63.0759
SUL;2023-04-24;2025.8980000000004;62.4949;1796.479;55.4178
TELES PIRES;2023-04-24;3486.6940000000004;106.3239;1774.439;54.1101
BELO MONTE;2023-04-25;12318.696;111.5362;11426.063;103.4541
IGUACU;2023-04-25;5321.321;163.0641;3213.9730000000004;98.4875
ITAIPU;2023-04-25;4805.552596;135.6057;-201.71460399999984;-5.6921
MADEIRA;2023-04-25;10746.347;92.0693;5512.688000000001;47.23
MANAUS-AMAPA;2023-04-25;1580.465;103.6273;694.703;45.55
NORDESTE;2023-04-25;4213.432;36.6646;4196.272999999999;36.5153
NORTE;2023-04-25;12122.637;83.2411;3953.159;27.1447
PARANA;2023-04-25;29425.880323999998;110.916;30763.91672400001;115.9595
PARANAPANEMA;2023-04-25;3140.60008;134.0556;-2627.8631200000004;-112.1696
SUDESTE;2023-04-25;5164.040999999999;69.6885;5003.338;67.5198
SUL;2023-04-25;1834.0540000000003;56.5769;1680.9720000000002;51.8546
TELES PIRES;2023-04-25;3447.8050000000003;105.138;2142.298;65.3277
BELO MONTE;2023-04-26;12274.900000000001;111.1397;11396.069000000001;103.1826
IGUACU;2023-04-26;5137.178;157.4213;2697.541;82.6622
ITAIPU;2023-04-26;5153.776887999999;145.4321;1391.1556879999994;39.2564
MADEIRA;2023-04-26;10822.384;92.7208;5567.4529999999995;47.6992
MANAUS-AMAPA;2023-04-26;1584.578;103.897;765.544;50.1949
NORDESTE;2023-04-26;4240.893;36.9036;4223.017999999999;36.748
NORTE;2023-04-26;11902.659;81.7306;4831.283;33.1744
PARANA;2023-04-26;28370.67969999999;106.9386;28562.628099999987;107.6621
PARANAPANEMA;2023-04-26;2908.615412;124.1534;-1345.204788;-57.4197
SUDESTE;2023-04-26;5000.227999999998;67.4779;4859.424999999999;65.5777
SUL;2023-04-26;1731.498;53.4132;1631.7749999999999;50.337
TELES PIRES;2023-04-26;3450.3240000000005;105.2149;2376.229;72.4612
BELO MONTE;2023-04-27;12131.13;109.838;11252.768;101.8851
IGUACU;2023-04-27;4831.874999999999;148.0657;4533.066;138.9092
ITAIPU;2023-04-27;5515.041792;155.6265;1791.3477920000003;50.5492
MADEIRA;2023-04-27;10823.476999999999;92.7301;6684.747;57.2716
MANAUS-AMAPA;2023-04-27;1593.937;104.5106;864.1230000000002;56.6585
NORDESTE;2023-04-27;4313.753;37.5376;4298.023;37.4007
NORTE;2023-04-27;11713.591999999999;80.4323;6045.8279999999995;41.5142
PARANA;2023-04-27;27037.780236000006;101.9145;26127.646235999997;98.4839
PARANAPANEMA;2023-04-27;2776.869972;118.5299;-1378.224028;-58.8291
SUDESTE;2023-04-27;4847.472000000002;65.4164;4735.525000000002;63.9057
SUL;2023-04-27;1717.839;52.9919;1647.788;50.8309
TELES PIRES;2023-04-27;3512.1079999999997;107.0989;2929.131;89.3215
